"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Poison-RAG: Adversarial Data Poisoning Attacks on Retrieval-Augmented
  Generation in Recommender Systems","https://scispace.com/paper/poison-rag-adversarial-data-poisoning-attacks-on-retrieval-3oyevnzp8xje","2025","Journal Article","","Fatemeh Nazary
Yashar Deldjoo
Tommaso Di Noia","10.48550/arxiv.2501.11759","https://scispace.compdf/poison-rag-adversarial-data-poisoning-attacks-on-retrieval-3oyevnzp8xje.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses adversarial tag poisoning to manipulate retrieval in recommender systems, but lacks LLM agents, explicit vector store details, injection defenses, or real‑store/LLM size experiments.","This study presents Poison-RAG, a framework for adversarial data poisoning attacks targeting retrieval-augmented generation (RAG)-based recommender systems. Poison-RAG manipulates item metadata, such as tags and descriptions, to influence recommendation outcomes. Using item metadata generated through a large language model (LLM) and embeddings derived via the OpenAI API, we explore the impact of adversarial poisoning attacks on provider-side, where attacks are designed to promote long-tail items and demote popular ones. Two attack strategies are proposed: local modifications, which personalize tags for each item using BERT embeddings, and global modifications, applying uniform tags across the dataset. Experiments conducted on the MovieLens dataset in a black-box setting reveal that local strategies improve manipulation effectiveness by up to 50\%, while global strategies risk boosting already popular items. Results indicate that popular items are more susceptible to attacks, whereas long-tail items are harder to manipulate. Approximately 70\% of items lack tags, presenting a cold-start challenge; data augmentation and synthesis are proposed as potential defense mechanisms to enhance RAG-based systems' resilience. The findings emphasize the need for robust metadata management to safeguard recommendation frameworks. Code and data are available at https://github.com/atenanaz/Poison-RAG. "
"MUST-RAG: MUSical Text Question Answering with Retrieval Augmented Generation","https://scispace.com/paper/http://arxiv.org/abs/2507.23334v2","2025","Preprint","","Daeyong Kwon
SeungHeon Doh
Juhan Nam","","https://arxiv.org/pdf/2507.23334v2","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a music-specialized vector DB for RAG, but focuses on QA performance, not on poisoning or injection attacks, defenses, or autonomous agents; includes some real‑vector‑store experiments but no size‑scaling benchmarks.","Recent advancements in Large language models (LLMs) have demonstrated remarkable capabilities across diverse domains. While they exhibit strong zero-shot performance on various tasks, LLMs' effectiveness in music-related applications remains limited due to the relatively small proportion of music-specific knowledge in their training data. To address this limitation, we propose MusT-RAG, a comprehensive framework based on Retrieval Augmented Generation (RAG) to adapt general-purpose LLMs for text-only music question answering (MQA) tasks. RAG is a technique that provides external knowledge to LLMs by retrieving relevant context information when generating answers to questions. To optimize RAG for the music domain, we (1) propose MusWikiDB, a music-specialized vector database for the retrieval stage, and (2) utilizes context information during both inference and fine-tuning processes to effectively transform general-purpose LLMs into music-specific models. Our experiment demonstrates that MusT-RAG significantly outperforms traditional fine-tuning approaches in enhancing LLMs' music domain adaptation capabilities, showing consistent improvements across both in-domain and out-of-domain MQA benchmarks. Additionally, our MusWikiDB proves substantially more effective than general Wikipedia corpora, delivering superior performance and computational efficiency."
"RAG System for Supporting Japanese Litigation Procedures: Faithful Response Generation Complying with Legal Norms","https://scispace.com/paper/http://arxiv.org/abs/2511.22858v1","2025","Preprint","","Yuya Ishihara
Atsushi Keyaki
Hiroaki Yamada
Ryutaro Ohara
Mihoko Sumida","","https://arxiv.org/pdf/2511.22858v1","- **Relevance Score:** 17/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a vector store for legal‑compliant retrieval, but does not address memory poisoning, injection attacks, defenses, or autonomous agents; no real‑world vector store experiments or size benchmarking.","This study discusses the essential components that a Retrieval-Augmented Generation (RAG)-based LLM system should possess in order to support Japanese medical litigation procedures complying with legal norms. In litigation, expert commissioners, such as physicians, architects, accountants, and engineers, provide specialized knowledge to help judges clarify points of dispute. When considering the substitution of these expert roles with a RAG-based LLM system, the constraint of strict adherence to legal norms is imposed. Specifically, three requirements arise: (1) the retrieval module must retrieve appropriate external knowledge relevant to the disputed issues in accordance with the principle prohibiting the use of private knowledge, (2) the responses generated must originate from the context provided by the RAG and remain faithful to that context, and (3) the retrieval module must reference external knowledge with appropriate timestamps corresponding to the issues at hand. This paper discusses the design of a RAG-based LLM system that satisfies these requirements."
"BadRAG: Identifying Vulnerabilities in Retrieval Augmented Generation of
  Large Language Models","https://scispace.com/paper/badrag-identifying-vulnerabilities-in-retrieval-augmented-58tnggn4sq","2024","Preprint","","Jiaqi Xue
Mengxin Zheng
Yu‐Chi Hu
Fei Liu
Xun Chen
Qian Lou","10.48550/arxiv.2406.00083","https://scispace.compdf/badrag-identifying-vulnerabilities-in-retrieval-augmented-58tnggn4sq.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses semantic triggers and passage optimization to poison retrieved passages, demonstrating injection‑style attacks on RAG pipelines, but lacks memory‑poison focus, vector‑store specifics, defenses, agent context, or extensive empirical benchmarking.","Large Language Models (LLMs) are constrained by outdated information and a tendency to generate incorrect data, commonly referred to as ""hallucinations."" Retrieval-Augmented Generation (RAG) addresses these limitations by combining the strengths of retrieval-based methods and generative models. This approach involves retrieving relevant information from a large, up-to-date dataset and using it to enhance the generation process, leading to more accurate and contextually appropriate responses. Despite its benefits, RAG introduces a new attack surface for LLMs, particularly because RAG databases are often sourced from public data, such as the web. In this paper, we propose \TrojRAG{} to identify the vulnerabilities and attacks on retrieval parts (RAG database) and their indirect attacks on generative parts (LLMs). Specifically, we identify that poisoning several customized content passages could achieve a retrieval backdoor, where the retrieval works well for clean queries but always returns customized poisoned adversarial queries. Triggers and poisoned passages can be highly customized to implement various attacks. For example, a trigger could be a semantic group like ""The Republican Party, Donald Trump, etc."" Adversarial passages can be tailored to different contents, not only linked to the triggers but also used to indirectly attack generative LLMs without modifying them. These attacks can include denial-of-service attacks on RAG and semantic steering attacks on LLM generations conditioned by the triggers. Our experiments demonstrate that by just poisoning 10 adversarial passages can induce 98.2\% success rate to retrieve the adversarial passages. Then, these passages can increase the reject ratio of RAG-based GPT-4 from 0.01\% to 74.6\% or increase the rate of negative responses from 0.22\% to 72\% for targeted queries. "
"FAIR-RAG: Faithful Adaptive Iterative Refinement for Retrieval-Augmented Generation","https://scispace.com/paper/http://arxiv.org/abs/2510.22344v1","2025","Preprint","","Mohammad Aghajani Asl
Majid Asgari-Bidhendi
Behrooz Minaei-Bidgoli","","https://arxiv.org/pdf/2510.22344v1","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses an agentic RAG framework with iterative evidence refinement, but does not address memory poisoning, injection attacks, or defenses, nor evaluate real vector stores or model size scaling.","While Retrieval-Augmented Generation (RAG) mitigates hallucination and knowledge staleness in Large Language Models (LLMs), existing frameworks often falter on complex, multi-hop queries that require synthesizing information from disparate sources. Current advanced RAG methods, employing iterative or adaptive strategies, lack a robust mechanism to systematically identify and fill evidence gaps, often propagating noise or failing to gather a comprehensive context. We introduce FAIR-RAG, a novel agentic framework that transforms the standard RAG pipeline into a dynamic, evidence-driven reasoning process. At its core is an Iterative Refinement Cycle governed by a module we term Structured Evidence Assessment (SEA). The SEA acts as an analytical gating mechanism: it deconstructs the initial query into a checklist of required findings and audits the aggregated evidence to identify confirmed facts and, critically, explicit informational gaps. These gaps provide a precise signal to an Adaptive Query Refinement agent, which generates new, targeted sub-queries to retrieve missing information. This cycle repeats until the evidence is verified as sufficient, ensuring a comprehensive context for a final, strictly faithful generation. We conducted experiments on challenging multi-hop QA benchmarks, including HotpotQA, 2WikiMultiHopQA, and MusiQue. In a unified experimental setup, FAIR-RAG significantly outperforms strong baselines. On HotpotQA, it achieves an F1-score of 0.453 -- an absolute improvement of 8.3 points over the strongest iterative baseline -- establishing a new state-of-the-art for this class of methods on these benchmarks. Our work demonstrates that a structured, evidence-driven refinement process with explicit gap analysis is crucial for unlocking reliable and accurate reasoning in advanced RAG systems for complex, knowledge-intensive tasks."
"A Survey of Textual Adversarial Attacks and Defenses on Large Language Models (LLMs)","https://scispace.com/paper/a-survey-of-textual-adversarial-attacks-and-defenses-on-ke58iwbdt488","2025","Journal Article","Science and technology of engineering, chemistry and environmental protection","Sirui Song","10.61173/m8d1p054","https://scispace.compdf/a-survey-of-textual-adversarial-attacks-and-defenses-on-ke58iwbdt488.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers general textual attacks and defenses for LLMs, mentions defense categories but lacks focus on memory poisoning, vector stores, RAG agents, or empirical vector‑store experiments.","The broad use of large language models (LLMs) like GPT-4 and LLaMA in dialogue systems, content generation, etc., causes security flaws of these models to rise. The current study examines progress made in recent years on textual adversarial attacks and defenses for LLMs, focusing on special attack vectors and defensive techniques targeting LLMs. Firstly, a 'Target—Technology—Scenario' three-dimensional attack classification framework that mainly consists of typical kinds of attacks including PIA and JBA. Secondly, defense mechanisms from two different perspectives: alignment enhancement in the training phase and security controls in the inference phase. In addition, by conducting experiments using benchmark datasets (HELM), existing technical drawbacks and future work directions are also discussed. The aim is to offer guidance and references for subsequent work on theoretical studies of LLM security and promoting the building of stronger NLP systems. "
"Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration","https://scispace.com/paper/http://arxiv.org/abs/2504.04915v1","2025","Preprint","","Ran Xu
Wenqi Shi
Yuchen Zhuang
Yue Yu
Joyce C. Ho
Haoyu Wang
Carl Yang","","https://arxiv.org/pdf/2504.04915v1","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses collaborative SLM‑LLM training to improve multi‑hop retrieval and reasoning; does not address poisoning or injection attacks, nor propose defenses, and only briefly mentions retrieval without concrete vector‑store experiments.","Retrieval-Augmented Generation (RAG) systems often struggle to handle multi-hop question-answering tasks accurately due to irrelevant context retrieval and limited complex reasoning capabilities. We introduce Collab-RAG, a collaborative training framework that leverages mutual enhancement between a white-box small language model (SLM) and a blackbox large language model (LLM) for RAG. Specifically, the SLM decomposes complex queries into simpler sub-questions, thus enhancing the accuracy of the retrieval and facilitating more effective reasoning by the black-box LLM. Concurrently, the black-box LLM provides feedback signals to improve the SLM's decomposition capability. We observe that Collab-RAG relies solely on supervision from an affordable black-box LLM without additional distillation from frontier LLMs, yet demonstrates strong generalization across multiple black-box LLMs. Experimental evaluations across five multi-hop QA datasets demonstrate that Collab-RAG substantially outperforms existing black-box-only and SLM fine-tuning baselines by 1.8%-14.2% on average. In particular, our fine-tuned 3B SLM surpasses a frozen 32B LLM in question decomposition, highlighting the efficiency of Collab-RAG in improving reasoning and retrieval for complex questions. The code of Collab-RAG is available on https://github.com/ritaranx/Collab-RAG/."
"Influence Based Defense Against Data Poisoning Attacks in Online Learning","https://scispace.com/paper/http://arxiv.org/abs/2104.13230v1","2021","Preprint","","Sanjay Seetharaman
Shubham Malaviya
Rosni KV
Manish Shukla
Sachin Lodha","","https://arxiv.org/pdf/2104.13230v1","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses influence functions to defend online learning against data poisoning; no LLM, RAG, or vector store components, so only generic defense relevance.","Data poisoning is a type of adversarial attack on training data where an attacker manipulates a fraction of data to degrade the performance of machine learning model. Therefore, applications that rely on external data-sources for training data are at a significantly higher risk. There are several known defensive mechanisms that can help in mitigating the threat from such attacks. For example, data sanitization is a popular defensive mechanism wherein the learner rejects those data points that are sufficiently far from the set of training instances. Prior work on data poisoning defense primarily focused on offline setting, wherein all the data is assumed to be available for analysis. Defensive measures for online learning, where data points arrive sequentially, have not garnered similar interest.
  In this work, we propose a defense mechanism to minimize the degradation caused by the poisoned training data on a learner's model in an online setup. Our proposed method utilizes an influence function which is a classic technique in robust statistics. Further, we supplement it with the existing data sanitization methods for filtering out some of the poisoned data points. We study the effectiveness of our defense mechanism on multiple datasets and across multiple attack strategies against an online learner."
"Towards Action Hijacking of Large Language Model-based Agent","https://scispace.com/paper/towards-action-hijacking-of-large-language-model-based-agent-1hskbq9popj1","2024","Journal Article","","Yuyang Zhang
Kangjie Chen
Xudong Jiang
Yuxiang Sun
Run Wang
Lina Wang","10.48550/arxiv.2412.10807","https://scispace.compdf/towards-action-hijacking-of-large-language-model-based-agent-1hskbq9popj1.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Focuses on jailbreak and prompt injection against LLM agents, without addressing memory poisoning, vector stores, or RAG-specific defenses; lacks empirical RAG evaluations.","In the past few years, intelligent agents powered by large language models (LLMs) have achieved remarkable progress in performing complex tasks. These LLM-based agents receive queries as tasks and decompose them into various subtasks via the equipped LLMs to guide the action of external entities (\eg{}, tools, AI-agents) to answer the questions from users. Empowered by their exceptional capabilities of understanding and problem-solving, they are widely adopted in labor-intensive sectors including healthcare, finance, code completion, \etc{} At the same time, there are also concerns about the potential misuse of these agents, prompting the built-in safety guards from service providers. To circumvent the built-in guidelines, the prior studies proposed a multitude of attacks including memory poisoning, jailbreak, and prompt injection. These studies often fail to maintain effectiveness across safety filters employed by agents due to the restricted privileges and the harmful semantics in queries. In this paper, we introduce \Name, a novel hijacking attack to manipulate the action plans of black-box agent system. \Name first collects the action-aware memory through prompt theft from long-term memory. It then leverages the internal memory retrieval mechanism of the agent to provide an erroneous context. The huge gap between the latent spaces of the retriever and safety filters allows our method to bypass the detection easily. Extensive experimental results demonstrate the effectiveness of our apporach (\eg{}, 99.67\% ASR). Besides, our approach achieved an average bypass rate of 92.7\% for safety filters. "
"RAG-Star: Enhancing Deliberative Reasoning with Retrieval Augmented Verification and Refinement","https://scispace.com/paper/http://arxiv.org/abs/2412.12881v1","2024","Preprint","","Jinhao Jiang
Jiayi Chen
Junyi Li
Ruiyang Ren
Shijie Wang
Wayne Xin Zhao
Yang Song
Tao Zhang","","https://arxiv.org/pdf/2412.12881v1","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses RAG to guide deliberative reasoning, but focuses on verification and refinement, not on poisoning or injection attacks; includes experiments with Llama‑3.1‑8B and GPT‑4o, no real vector‑store or multi‑size benchmarks.","Existing large language models (LLMs) show exceptional problem-solving capabilities but might struggle with complex reasoning tasks. Despite the successes of chain-of-thought and tree-based search methods, they mainly depend on the internal knowledge of LLMs to search over intermediate reasoning steps, limited to dealing with simple tasks involving fewer reasoning steps. In this paper, we propose \textbf{RAG-Star}, a novel RAG approach that integrates the retrieved information to guide the tree-based deliberative reasoning process that relies on the inherent knowledge of LLMs. By leveraging Monte Carlo Tree Search, RAG-Star iteratively plans intermediate sub-queries and answers for reasoning based on the LLM itself. To consolidate internal and external knowledge, we propose an retrieval-augmented verification that utilizes query- and answer-aware reward modeling to provide feedback for the inherent reasoning of LLMs. Our experiments involving Llama-3.1-8B-Instruct and GPT-4o demonstrate that RAG-Star significantly outperforms previous RAG and reasoning methods."
"Breaking Down the Defenses: A Comparative Survey of Attacks on Large Language Models","https://scispace.com/paper/breaking-down-the-defenses-a-comparative-survey-of-attacks-3btvoo6pfx","2024","Journal Article","arXiv.org","Arijit Ghosh Chowdhury
Md Mofijul Islam
Vaibhav Kumar
Faysal Hossain Shezan
Vinija Jain
Aman Chadha","10.48550/arxiv.2403.04786","","- **Relevance Score:** 5/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Survey covers broad LLM attacks but lacks focus on memory poisoning, vector stores, RAG agents, or concrete defenses; only mentions defenses generally, without empirical RAG-specific evaluation.","Large Language Models (LLMs) have become a cornerstone in the field of Natural Language Processing (NLP), offering transformative capabilities in understanding and generating human-like text. However, with their rising prominence, the security and vulnerability aspects of these models have garnered significant attention. This paper presents a comprehensive survey of the various forms of attacks targeting LLMs, discussing the nature and mechanisms of these attacks, their potential impacts, and current defense strategies. We delve into topics such as adversarial attacks that aim to manipulate model outputs, data poisoning that affects model training, and privacy concerns related to training data exploitation. The paper also explores the effectiveness of different attack methodologies, the resilience of LLMs against these attacks, and the implications for model integrity and user trust. By examining the latest research, we provide insights into the current landscape of LLM vulnerabilities and defense mechanisms. Our objective is to offer a nuanced understanding of LLM attacks, foster awareness within the AI community, and inspire robust solutions to mitigate these risks in future developments."
"Threats and Defenses for Large Language Models: A Survey","https://scispace.com/paper/threats-and-defenses-for-large-language-models-a-survey-7judxap1m2uy","2025","Book","","Xiaobao Sheng
Qinhui Jiang","10.1145/3773365.3773631","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey covers general LLM security threats (poisoning, backdoors, jailbreaks) but lacks focus on memory poisoning, vector stores, RAG pipelines, or empirical RAG-specific evaluations.","As Large Language Models (LLMs) are increasingly applied to text comprehension, code generation, and multimodal tasks, their exposure to security threats has become more pronounced. This paper focuses on the security risks and countermeasures associated with LLMs during the training and inference phases. It systematically surveys the principal attack vectors and corresponding defense mechanisms across the model's lifecycle. In the training phase, LLMs are susceptible to data poisoning and backdoor attacks, whereby adversaries manipulate training datasets or embed trigger mechanisms to induce abnormal or malicious behavior. In the inference phase, jailbreak and prompt injection attacks exploit the model's sensitivity to input to circumvent safety constraints. In contrast, model extraction attacks aim to reconstruct model parameters or exfiltrate private data via strategically crafted queries. To mitigate these threats, defense strategies are categorized into offline and online approaches, encompassing data preprocessing, adversarial training, safety alignment, and prompt screening. Finally, informed by current research trends, directions for future LLM security research are discussed."
"Vendi-RAG: Adaptively Trading-Off Diversity And Quality Significantly Improves Retrieval Augmented Generation With LLMs","https://scispace.com/paper/http://arxiv.org/abs/2502.11228v2","2025","Preprint","","Mohammad Reza Rezaei
Adji Bousso Dieng","","https://arxiv.org/pdf/2502.11228v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on diversity‑quality trade‑off in multi‑hop RAG, without addressing poisoning, vector stores, attacks, defenses, or agent‑centric evaluations.","Retrieval-augmented generation (RAG) enhances large language models (LLMs) for domain-specific question-answering (QA) tasks by leveraging external knowledge sources. However, traditional RAG systems primarily focus on relevance-based retrieval and often struggle with redundancy, especially when reasoning requires connecting information from multiple sources. This paper introduces Vendi-RAG, a framework based on an iterative process that jointly optimizes retrieval diversity and answer quality. This joint optimization leads to significantly higher accuracy for multi-hop QA tasks. Vendi-RAG leverages the Vendi Score (VS), a flexible similarity-based diversity metric, to promote semantic diversity in document retrieval. It then uses an LLM judge that evaluates candidate answers, generated after a reasoning step, and outputs a score that the retriever uses to balance relevance and diversity among the retrieved documents during each iteration. Experiments on three challenging datasets -- HotpotQA, MuSiQue, and 2WikiMultiHopQA -- demonstrate Vendi-RAG's effectiveness in multi-hop reasoning tasks. The framework achieves significant accuracy improvements over traditional single-step and multi-step RAG approaches, with accuracy increases reaching up to +4.2% on HotpotQA, +4.1% on 2WikiMultiHopQA, and +1.3% on MuSiQue compared to Adaptive-RAG, the current best baseline. The benefits of Vendi-RAG are even more pronounced as the number of retrieved documents increases. Finally, we evaluated Vendi-RAG across different LLM backbones, including GPT-3.5, GPT-4, and GPT-4o-mini, and observed consistent improvements, demonstrating that the framework's advantages are model-agnostic."
"System prompt poisoning: Persistent attacks on large language models beyond user injection","https://scispace.com/paper/system-prompt-poisoning-persistent-attacks-on-large-language-g7dimpgxj3do","2025","Journal Article","arXiv.org","Jiawei Guo
Haipeng Cai","10.48550/arxiv.2505.06493","https://arxiv.org/pdf/2505.06493","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on system prompt poisoning, not memory or vector‑store attacks, and lacks RAG agents, injection scenarios, defenses, or empirical vector‑store benchmarks.",""
"AR-RAG: Autoregressive Retrieval Augmentation for Image Generation","https://scispace.com/paper/http://arxiv.org/abs/2506.06962v3","2025","Preprint","","Jingyuan Qi
Zhiyang Xu
Qifan Wang
Lifu Huang","","https://arxiv.org/pdf/2506.06962v3","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on autoregressive patch-level retrieval for image generation, unrelated to LLM memory poisoning, vector stores, or RAG-based agent defenses.","We introduce Autoregressive Retrieval Augmentation (AR-RAG), a novel paradigm that enhances image generation by autoregressively incorporating knearest neighbor retrievals at the patch level. Unlike prior methods that perform a single, static retrieval before generation and condition the entire generation on fixed reference images, AR-RAG performs context-aware retrievals at each generation step, using prior-generated patches as queries to retrieve and incorporate the most relevant patch-level visual references, enabling the model to respond to evolving generation needs while avoiding limitations (e.g., over-copying, stylistic bias, etc.) prevalent in existing methods. To realize AR-RAG, we propose two parallel frameworks: (1) Distribution-Augmentation in Decoding (DAiD), a training-free plug-and-use decoding strategy that directly merges the distribution of model-predicted patches with the distribution of retrieved patches, and (2) Feature-Augmentation in Decoding (FAiD), a parameter-efficient fine-tuning method that progressively smooths the features of retrieved patches via multi-scale convolution operations and leverages them to augment the image generation process. We validate the effectiveness of AR-RAG on widely adopted benchmarks, including Midjourney-30K, GenEval and DPG-Bench, demonstrating significant performance gains over state-of-the-art image generation models."
"RAG over Tables: Hierarchical Memory Index, Multi-Stage Retrieval, and Benchmarking","https://scispace.com/paper/http://arxiv.org/abs/2504.01346v4","2025","Preprint","","Jiaru Zou
Dongqi Fu
Sirui Chen
Xinrui He
Zihao Li
Yada Zhu
Jiawei Han
Jingrui He","","https://arxiv.org/pdf/2504.01346v4","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on table‑centric RAG retrieval and benchmarking, without addressing poisoning, vector‑store attacks, defenses, or autonomous LLM agents.","Retrieval-Augmented Generation (RAG) enhances Large Language Models (LLMs) by integrating them with an external knowledge base to improve the answer relevance and accuracy. In real-world scenarios, beyond pure text, a substantial amount of knowledge is stored in tables, and user questions often require retrieving answers that are distributed across multiple tables. Retrieving knowledge from a table corpora (i.e., various individual tables) for a question remains nascent, at least, for (i) how to understand intra- and inter-table knowledge effectively, (ii) how to filter unnecessary tables and how to retrieve the most relevant tables efficiently, (iii) how to prompt LLMs to infer over the retrieval, (iv) how to evaluate the corresponding performance in a realistic setting. Facing the above challenges, in this paper, we first propose a table-corpora-aware RAG framework, named T-RAG, which consists of the hierarchical memory index, multi-stage retrieval, and graph-aware prompting for effective and efficient table knowledge retrieval and inference. Further, we first develop a multi-table question answering benchmark named MultiTableQA, which spans 3 different task types, 57,193 tables, and 23,758 questions in total, and the sources are all from real-world scenarios. Based on MultiTableQA, we did the holistic comparison over table retrieval methods, RAG methods, and table-to-graph representation learning methods, where T-RAG shows the leading accuracy, recall, and running time performance. Also, under T-RAG, we evaluate the inference ability upgrade of different LLMs. Code and Data are available at https://github.com/jiaruzouu/T-RAG"
